Entity ID,Beginning Date,Ending Date,Agency,Vendor,Vendor ID,Map Projection,Datum,Resolution,Resolution Unit,File Format,Product Type,Center Latitude,Center Longitude,NW Corner Lat,NW Corner Long,NE  Corner Lat,NE  Corner Long,SE Corner Lat,SE Corner Long,SW Corner Lat,SW Corner Long,Center Latitude dec,Center Longitude dec,NW  Corner Lat dec,NW Corner Long dec,NE Corner Lat dec,NE Corner Long dec,SE Corner Lat dec,SE Corner Long dec,SW Corner Lat dec,SW Corner Long dec,Display ID
IFSARAK2012N6815W16115_01,2012/07/24,2012/09/06,USGS,IntermapTechnologiesInc.,ORI_n6815w16115P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,68°22'29.84"N,161°07'32.25"W,68°29'59.33"N,161°19'54.71"W,68°30'48.42"N,160°59'42.69"W,68°14'59.71"N,160°55'17.18"W,68°14'11.18"N,161°15'16.62"W,68.3749554,-161.1256249,68.4998138,-161.3318638,68.51345,-160.9951916,68.2499194,-160.9214388,68.2364388,-161.2546166,IFSARAK2012N6815W16115_01,IFSARAK2012N6815W16115_01
IFSARAK2012N6815W16130_01,2012/07/24,2012/09/06,USGS,IntermapTechnologiesInc.,ORI_n6815w16130P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,68°22'29.79"N,161°22'32.36"W,68°29'58.54"N,161°35'03.59"W,68°30'49.69"N,161°14'43.85"W,68°15'00.38"N,161°10'08.59"W,68°14'09.82"N,161°30'15.68"W,68.3749416,-161.3756554,68.4995944,-161.5843305,68.5138027,-161.2455138,68.2501055,-161.1690527,68.236061,-161.5043555,IFSARAK2012N6815W16130_01,IFSARAK2012N6815W16130_01
IFSARAK2012N6815W16145_01,2012/07/24,2012/09/06,USGS,IntermapTechnologiesInc.,ORI_n6815w16145P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,68°22'29.87"N,161°37'32.23"W,68°29'57.76"N,161°50'12.43"W,68°30'51.02"N,161°29'44.55"W,68°15'01.30"N,161°24'59.58"W,68°14'08.65"N,161°45'14.73"W,68.3749638,-161.6256193,68.4993777,-161.836786,68.5141722,-161.4957083,68.2503611,-161.41655,68.235736,-161.7540916,IFSARAK2012N6815W16145_01,IFSARAK2012N6815W16145_01
IFSARAK2012N6815W16200_01,2012/07/24,2012/09/06,USGS,IntermapTechnologiesInc.,ORI_n6815w16200P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,68°22'29.90"N,161°52'32.27"W,68°29'57.01"N,162°05'21.23"W,68°30'52.38"N,161°44'45.68"W,68°15'02.09"N,161°39'50.93"W,68°14'07.36"N,162°00'13.67"W,68.3749721,-161.8756304,68.4991694,-162.0892305,68.51455,-161.7460221,68.2505805,-161.6641472,68.2353777,-162.0037972,IFSARAK2012N6815W16200_01,IFSARAK2012N6815W16200_01
IFSARAK2012N6815W16215_01,2012/07/24,2012/09/06,USGS,IntermapTechnologiesInc.,ORI_n6815w16215P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,68°22'29.89"N,162°07'32.26"W,68°29'56.10"N,162°20'30.38"W,68°30'53.63"N,161°59'46.31"W,68°15'02.96"N,161°54'41.83"W,68°14'06.09"N,162°15'13"W,68.3749693,-162.1256277,68.4989166,-162.3417721,68.5148972,-161.9961971,68.2508222,-161.9116194,68.2350249,-162.2536111,IFSARAK2012N6815W16215_01,IFSARAK2012N6815W16215_01
IFSARAK2012N6815W16230_01,2012/07/24,2012/09/06,USGS,IntermapTechnologiesInc.,ORI_n6815w16230P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,68°22'29.84"N,162°22'32.21"W,68°29'55.23"N,162°35'39.08"W,68°30'54.91"N,162°14'47.40"W,68°15'03.70"N,162°09'33.11"W,68°14'04.71"N,162°30'11.83"W,68.3749554,-162.3756138,68.4986749,-162.5941888,68.5152527,-162.2464999,68.2510277,-162.1591972,68.2346416,-162.5032861,IFSARAK2012N6815W16230_01,IFSARAK2012N6815W16230_01
IFSARAK2012N6815W16245_01,2012/07/24,2012/09/06,USGS,IntermapTechnologiesInc.,ORI_n6815w16245P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,68°22'29.83"N,162°37'32.17"W,68°29'54.22"N,162°50'47.73"W,68°30'56.08"N,162°29'48.45"W,68°15'04.67"N,162°24'24.45"W,68°14'03.52"N,162°45'10.70"W,68.3749527,-162.6256027,68.4983944,-162.8465916,68.5155777,-162.4967916,68.2512972,-162.4067916,68.234311,-162.7529722,IFSARAK2012N6815W16245_01,IFSARAK2012N6815W16245_01
IFSARAK2012N6815W16300_01,2012/07/24,2012/09/06,USGS,IntermapTechnologiesInc.,ORI_n6815w16300P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,68°22'29.78"N,162°52'32.12"W,68°29'53.21"N,163°05'56.82"W,68°30'57.31"N,162°44'49.10"W,68°15'05.56"N,162°39'15.33"W,68°14'02.19"N,163°00'09.94"W,68.3749388,-162.8755888,68.4981138,-163.0991166,68.5159194,-162.7469721,68.2515444,-162.6542583,68.2339416,-163.0027611,IFSARAK2012N6815W16300_01,IFSARAK2012N6815W16300_01
IFSARAK2012N6830W16115_01,2012/07/24,2012/09/06,USGS,IntermapTechnologiesInc.,ORI_n6830w16115P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,68°37'29.82"N,161°07'32.41"W,68°44'59.38"N,161°19'57.44"W,68°45'48.14"N,160°59'42.73"W,68°29'59.63"N,160°55'14.87"W,68°29'11.44"N,161°15'16.86"W,68.6249499,-161.1256693,68.7498277,-161.3326221,68.7633722,-160.9952027,68.4998971,-160.9207971,68.486511,-161.2546833,IFSARAK2012N6830W16115_01,IFSARAK2012N6830W16115_01
IFSARAK2012N6830W16130_01,2012/07/24,2012/09/06,USGS,IntermapTechnologiesInc.,ORI_n6830w16130P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,68°37'29.83"N,161°22'32.17"W,68°44'58.64"N,161°35'06.28"W,68°45'49.47"N,161°14'43.33"W,68°30'00.37"N,161°10'05.64"W,68°29'10.13"N,161°30'15.78"W,68.6249527,-161.3756027,68.7496221,-161.5850777,68.7637416,-161.2453694,68.5001027,-161.1682332,68.4861471,-161.5043833,IFSARAK2012N6830W16130_01,IFSARAK2012N6830W16130_01
IFSARAK2012N6830W16145_01,2012/07/24,2012/09/06,USGS,IntermapTechnologiesInc.,ORI_n6830w16145P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,68°37'29.80"N,161°37'32.30"W,68°44'57.76"N,161°50'15.45"W,68°45'50.68"N,161°29'44.29"W,68°30'01.16"N,161°24'56.79"W,68°29'08.86"N,161°45'15.08"W,68.6249443,-161.6256388,68.7493777,-161.8376249,68.7640777,-161.495636,68.5003222,-161.415775,68.4857944,-161.7541888,IFSARAK2012N6830W16145_01,IFSARAK2012N6830W16145_01
IFSARAK2012N6830W16200_01,2012/07/24,2012/09/06,USGS,IntermapTechnologiesInc.,ORI_n6830w16200P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,68°37'29.82"N,161°52'32.18"W,68°44'56.93"N,162°05'24.15"W,68°45'51.94"N,161°44'45.23"W,68°30'02.02"N,161°39'47.92"W,68°29'07.65"N,162°00'13.89"W,68.6249499,-161.8756054,68.7491471,-162.0900416,68.7644277,-161.7458971,68.5005611,-161.6633111,68.4854583,-162.0038583,IFSARAK2012N6830W16200_01,IFSARAK2012N6830W16200_01
IFSARAK2012N6830W16215_01,2012/07/24,2012/09/06,USGS,IntermapTechnologiesInc.,ORI_n6830w16215P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,68°37'29.89"N,162°07'32.25"W,68°44'56.11"N,162°20'33.26"W,68°45'53.26"N,161°59'46.17"W,68°30'02.95"N,161°54'39.04"W,68°29'06.47"N,162°15'13.10"W,68.6249693,-162.1256249,68.7489194,-162.3425721,68.7647944,-161.9961583,68.5008194,-161.9108444,68.4851305,-162.2536388,IFSARAK2012N6830W16215_01,IFSARAK2012N6830W16215_01
IFSARAK2012N6830W16230_01,2012/07/24,2012/09/06,USGS,IntermapTechnologiesInc.,ORI_n6830w16230P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,68°37'29.85"N,162°22'32.26"W,68°44'55.16"N,162°35'42.30"W,68°45'54.48"N,162°14'47.06"W,68°30'03.79"N,162°09'30.10"W,68°29'05.17"N,162°30'12.22"W,68.6249582,-162.3756277,68.7486555,-162.5950833,68.7651333,-162.2464055,68.5010527,-162.1583611,68.4847694,-162.5033944,IFSARAK2012N6830W16230_01,IFSARAK2012N6830W16230_01
IFSARAK2012N6830W16245_01,2012/07/24,2012/09/06,USGS,IntermapTechnologiesInc.,ORI_n6830w16245P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,68°37'29.87"N,162°37'32.07"W,68°44'54.27"N,162°50'50.90"W,68°45'55.75"N,162°29'47.99"W,68°30'04.70"N,162°24'21.17"W,68°29'03.94"N,162°45'10.90"W,68.6249638,-162.6255749,68.7484083,-162.8474721,68.7654861,-162.4966638,68.5013055,-162.4058805,68.4844277,-162.7530277,IFSARAK2012N6830W16245_01,IFSARAK2012N6830W16245_01
IFSARAK2012N6830W16300_01,2012/07/24,2012/09/06,USGS,IntermapTechnologiesInc.,ORI_n6830w16300P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,68°37'29.77"N,162°52'32.05"W,68°44'53.23"N,163°05'59.89"W,68°45'56.92"N,162°44'48.89"W,68°30'05.53"N,162°39'12.22"W,68°29'02.58"N,163°00'09.96"W,68.624936,-162.8755693,68.7481194,-163.0999694,68.7658111,-162.7469138,68.5015361,-162.6533944,68.4840499,-163.0027666,IFSARAK2012N6830W16300_01,IFSARAK2012N6830W16300_01
IFSARAK2012N6845W16115_01,2012/07/24,2012/09/06,USGS,IntermapTechnologiesInc.,ORI_n6845w16115P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,68°52'29.82"N,161°07'32.10"W,68°59'59.39"N,161°19'59.93"W,69°00'47.83"N,160°59'42.06"W,68°44'59.64"N,160°55'11.85"W,68°44'11.77"N,161°15'16.86"W,68.8749499,-161.1255832,68.9998305,-161.3333138,69.0132861,-160.9950166,68.7498999,-160.9199582,68.7366027,-161.2546833,IFSARAK2012N6845W16115_01,IFSARAK2012N6845W16115_01
IFSARAK2012N6845W16130_01,2012/07/24,2012/09/06,USGS,IntermapTechnologiesInc.,ORI_n6845w16130P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,68°52'29.86"N,161°22'32.15"W,68°59'58.69"N,161°35'09.15"W,69°00'49.19"N,161°14'42.95"W,68°45'00.41"N,161°10'02.82"W,68°44'10.50"N,161°30'16.08"W,68.874961,-161.3755971,68.999636,-161.5858749,69.0136638,-161.2452638,68.7501138,-161.1674499,68.7362499,-161.5044666,IFSARAK2012N6845W16130_01,IFSARAK2012N6845W16130_01
IFSARAK2012N6845W16145_01,2012/07/24,2012/09/06,USGS,IntermapTechnologiesInc.,ORI_n6845w16145P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,68°52'29.88"N,161°37'32.36"W,68°59'57.87"N,161°50'18.28"W,69°00'50.43"N,161°29'44.20"W,68°45'01.23"N,161°24'54.19"W,68°44'09.29"N,161°45'15.24"W,68.8749666,-161.6256554,68.9994083,-161.838411,69.0140083,-161.495611,68.7503416,-161.4150527,68.7359138,-161.7542333,IFSARAK2012N6845W16145_01,IFSARAK2012N6845W16145_01
IFSARAK2012N6845W16200_01,2012/07/24,2012/09/06,USGS,IntermapTechnologiesInc.,ORI_n6845w16200P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,68°52'29.81"N,161°52'32.26"W,68°59'56.94"N,162°05'27.30"W,69°00'51.60"N,161°44'44.95"W,68°45'02"N,161°39'45.04"W,68°44'07.98"N,162°00'14.29"W,68.8749471,-161.8756277,68.9991499,-162.0909166,69.0143333,-161.7458194,68.7505555,-161.6625111,68.7355499,-162.0039694,IFSARAK2012N6845W16200_01,IFSARAK2012N6845W16200_01
IFSARAK2012N6845W16215_01,2012/07/24,2012/09/06,USGS,IntermapTechnologiesInc.,ORI_n6845w16215P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,68°52'29.80"N,162°07'32.14"W,68°59'56.05"N,162°20'36.30"W,69°00'52.84"N,161°59'45.69"W,68°45'02.85"N,161°54'35.87"W,68°44'06.73"N,162°15'13.30"W,68.8749443,-162.1255943,68.9989027,-162.3434166,69.0146777,-161.9960249,68.7507916,-161.9099638,68.7352027,-162.2536944,IFSARAK2012N6845W16215_01,IFSARAK2012N6845W16215_01
IFSARAK2012N6845W16230_01,2012/07/24,2012/09/06,USGS,IntermapTechnologiesInc.,ORI_n6845w16230P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,68°52'29.85"N,162°22'32.23"W,68°59'55.21"N,162°35'45.29"W,69°00'54.14"N,162°14'46.89"W,68°45'03.77"N,162°09'27.15"W,68°44'05.54"N,162°30'12.28"W,68.8749582,-162.3756193,68.9986694,-162.5959138,69.0150388,-162.2463583,68.7510472,-162.1575416,68.7348721,-162.5034111,IFSARAK2012N6845W16230_01,IFSARAK2012N6845W16230_01
IFSARAK2012N6845W16245_01,2012/07/24,2012/09/06,USGS,IntermapTechnologiesInc.,ORI_n6845w16245P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,68°52'29.82"N,162°37'32.06"W,68°59'54.26"N,162°50'54.22"W,69°00'55.36"N,162°29'47.62"W,68°45'04.63"N,162°24'17.94"W,68°44'04.25"N,162°45'11.20"W,68.8749499,-162.6255721,68.9984055,-162.8483944,69.0153777,-162.496561,68.7512861,-162.4049833,68.7345138,-162.7531111,IFSARAK2012N6845W16245_01,IFSARAK2012N6845W16245_01
IFSARAK2012N6845W16300_01,2012/07/24,2012/09/06,USGS,IntermapTechnologiesInc.,ORI_n6845w16300P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,68°52'29.83"N,162°52'32.34"W,68°59'53.33"N,163°06'03.60"W,69°00'56.63"N,162°44'48.82"W,68°45'05.55"N,162°39'09.19"W,68°44'03"N,163°00'10.56"W,68.8749527,-162.8756499,68.9981471,-163.101,69.0157305,-162.7468944,68.7515416,-162.6525527,68.7341666,-163.0029333,IFSARAK2012N6845W16300_01,IFSARAK2012N6845W16300_01
IFSARAK2012N7000W15815_01,2012/07/24,2012/07/30,USGS,IntermapTechnologiesInc.,ORI_n7000w15815P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,70°07'29.86"N,158°07'32.22"W,70°15'07.05"N,158°18'18.78"W,70°15'31.76"N,157°59'32.21"W,69°59'52.38"N,157°56'52.65"W,69°59'27.97"N,158°15'26.77"W,70.124961,-158.1256166,70.2519583,-158.3052166,70.2588222,-157.9922805,69.9978833,-157.9479583,69.9911027,-158.2574361,IFSARAK2012N7000W15815_01,IFSARAK2012N7000W15815_01
IFSARAK2012N7000W15830_01,2012/07/24,2012/07/30,USGS,IntermapTechnologiesInc.,ORI_n7000w15830P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,70°07'29.93"N,158°22'32.43"W,70°15'06.64"N,158°33'28.66"W,70°15'33.06"N,158°14'33.02"W,69°59'52.91"N,158°11'43.28"W,69°59'26.82"N,158°30'26.39"W,70.1249804,-158.3756749,70.2518444,-158.5579611,70.2591833,-158.2425055,69.9980305,-158.1953555,69.9907833,-158.5073305,IFSARAK2012N7000W15830_01,IFSARAK2012N7000W15830_01
IFSARAK2012N7000W15845_01,2012/07/24,2012/07/30,USGS,IntermapTechnologiesInc.,ORI_n7000w15845P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,70°07'29.88"N,158°37'32.38"W,70°15'06.17"N,158°48'38.30"W,70°15'34.33"N,158°29'33.59"W,69°59'53.26"N,158°26'33.64"W,69°59'25.45"N,158°45'25.70"W,70.1249666,-158.625661,70.2517138,-158.8106388,70.2595361,-158.4926638,69.9981277,-158.4426777,69.9904027,-158.7571388,IFSARAK2012N7000W15845_01,IFSARAK2012N7000W15845_01
IFSARAK2012N7000W15900_01,2012/07/24,2012/07/30,USGS,IntermapTechnologiesInc.,ORI_n7000w15900P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,70°07'29.88"N,158°52'32.34"W,70°15'05.47"N,159°03'48.12"W,70°15'35.41"N,158°44'33.91"W,69°59'53.93"N,158°41'23.83"W,69°59'24.36"N,159°00'25.29"W,70.1249666,-158.8756499,70.2515194,-159.0633666,70.2598361,-158.7427527,69.9983138,-158.6899527,69.9900999,-159.007025,IFSARAK2012N7000W15900_01,IFSARAK2012N7000W15900_01
IFSARAK2012N7015W15815_01,2012/07/24,2012/07/30,USGS,IntermapTechnologiesInc.,ORI_n7015w15815P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,70°22'29.90"N,158°07'32.49"W,70°30'07.18"N,158°18'20.97"W,70°30'31.72"N,157°59'32.12"W,70°14'52.35"N,157°56'51.07"W,70°14'28.12"N,158°15'27.34"W,70.3749721,-158.1256916,70.5019944,-158.305825,70.5088111,-157.9922555,70.2478749,-157.9475194,70.2411444,-158.2575944,IFSARAK2012N7015W15815_01,IFSARAK2012N7015W15815_01
IFSARAK2012N7015W15830_01,2012/07/24,2012/07/30,USGS,IntermapTechnologiesInc.,ORI_n7015w15830P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,70°22'29.87"N,158°22'32.48"W,70°30'06.67"N,158°33'30.74"W,70°30'32.91"N,158°14'32.70"W,70°14'52.77"N,158°11'41.39"W,70°14'26.86"N,158°30'26.74"W,70.3749638,-158.3756888,70.5018527,-158.5585388,70.5091416,-158.2424166,70.2479916,-158.1948305,70.2407944,-158.5074277,IFSARAK2012N7015W15830_01,IFSARAK2012N7015W15830_01
IFSARAK2012N7015W15845_01,2012/07/24,2012/07/30,USGS,IntermapTechnologiesInc.,ORI_n7015w15845P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,70°22'29.89"N,158°37'32.24"W,70°30'06.11"N,158°48'40.25"W,70°30'34.08"N,158°29'33.05"W,70°14'53.35"N,158°26'31.50"W,70°14'25.74"N,158°45'25.90"W,70.3749693,-158.6256221,70.5016972,-158.8111805,70.5094666,-158.4925138,70.2481527,-158.4420833,70.2404833,-158.7571944,IFSARAK2012N7015W15845_01,IFSARAK2012N7015W15845_01
IFSARAK2012N7015W15900_01,2012/07/24,2012/07/30,USGS,IntermapTechnologiesInc.,ORI_n7015w15900P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,70°22'29.88"N,158°52'32.23"W,70°30'05.51"N,159°03'49.98"W,70°30'35.22"N,158°44'33.65"W,70°14'53.91"N,158°41'21.83"W,70°14'24.57"N,159°00'25.27"W,70.3749666,-158.8756193,70.5015305,-159.0638833,70.5097833,-158.7426805,70.2483083,-158.6893971,70.2401583,-159.0070194,IFSARAK2012N7015W15900_01,IFSARAK2012N7015W15900_01
IFSARAK2012N7030W15815_01,2012/07/24,2012/07/30,USGS,IntermapTechnologiesInc.,ORI_n7030w15815P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,70°37'29.91"N,158°07'32.52"W,70°45'07.15"N,158°18'22.94"W,70°45'31.50"N,157°59'31.76"W,70°29'52.41"N,157°56'49.25"W,70°29'28.37"N,158°15'27.71"W,70.6249749,-158.1256999,70.7519861,-158.3063722,70.75875,-157.9921555,70.4978916,-157.9470138,70.4912138,-158.2576972,IFSARAK2012N7030W15815_01,IFSARAK2012N7030W15815_01
IFSARAK2012N7030W15830_01,2012/07/24,2012/07/30,USGS,IntermapTechnologiesInc.,ORI_n7030w15830P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,70°37'29.93"N,158°22'32.31"W,70°45'06.70"N,158°33'32.60"W,70°45'32.74"N,158°14'32.14"W,70°29'52.88"N,158°11'39.28"W,70°29'27.17"N,158°30'26.91"W,70.6249804,-158.3756416,70.7518611,-158.5590555,70.7590944,-158.242261,70.4980221,-158.1942444,70.4908805,-158.507475,IFSARAK2012N7030W15830_01,IFSARAK2012N7030W15830_01
IFSARAK2012N7030W15845_01,2012/07/24,2012/07/30,USGS,IntermapTechnologiesInc.,ORI_n7030w15845P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,70°37'29.93"N,158°37'32.32"W,70°45'06.21"N,158°48'42.47"W,70°45'33.97"N,158°29'32.75"W,70°29'53.35"N,158°26'29.52"W,70°29'25.94"N,158°45'26.30"W,70.6249804,-158.6256443,70.751725,-158.8117972,70.7594361,-158.4924305,70.4981527,-158.4415333,70.4905388,-158.7573055,IFSARAK2012N7030W15845_01,IFSARAK2012N7030W15845_01
IFSARAK2012N7030W15900_01,2012/07/24,2012/07/30,USGS,IntermapTechnologiesInc.,ORI_n7030w15900P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,70°37'29.82"N,158°52'32.54"W,70°45'05.51"N,159°03'52.55"W,70°45'35.01"N,158°44'33.59"W,70°29'53.81"N,158°41'19.99"W,70°29'24.69"N,159°00'25.91"W,70.6249499,-158.8757054,70.7515305,-159.0645972,70.759725,-158.7426638,70.4982805,-158.688886,70.4901916,-159.0071972,IFSARAK2012N7030W15900_01,IFSARAK2012N7030W15900_01
IFSARAK2012N7045W15815_01,2012/07/24,2012/07/30,USGS,IntermapTechnologiesInc.,ORI_n7045w15815P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,70°52'29.85"N,158°07'32.30"W,71°00'07.17"N,158°18'24.70"W,71°00'31.35"N,157°59'31.17"W,70°44'52.30"N,157°56'47.15"W,70°44'28.44"N,158°15'27.80"W,70.8749582,-158.1256388,71.0019916,-158.3068611,71.0087083,-157.9919916,70.747861,-157.9464305,70.7412333,-158.2577222,IFSARAK2012N7045W15815_01,IFSARAK2012N7045W15815_01
IFSARAK2012N7045W15830_01,2012/07/24,2012/07/30,USGS,IntermapTechnologiesInc.,ORI_n7045w15830P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,70°52'29.84"N,158°22'32.33"W,71°00'06.60"N,158°33'34.68"W,71°00'32.46"N,158°14'31.77"W,70°44'52.81"N,158°11'37.32"W,70°44'27.29"N,158°30'27.26"W,70.8749554,-158.3756471,71.0018333,-158.5596333,71.0090166,-158.2421583,70.7480027,-158.1936999,70.7409138,-158.5075722,IFSARAK2012N7045W15830_01,IFSARAK2012N7045W15830_01
IFSARAK2012N7045W15845_01,2012/07/24,2012/07/30,USGS,IntermapTechnologiesInc.,ORI_n7045w15845P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,70°52'29.90"N,158°37'32.60"W,71°00'06.18"N,158°48'44.92"W,71°00'33.74"N,158°29'32.64"W,70°44'53.33"N,158°26'27.72"W,70°44'26.13"N,158°45'26.92"W,70.8749721,-158.6257221,71.0017166,-158.8124777,71.0093722,-158.4923999,70.7481471,-158.4410333,70.7405916,-158.7574777,IFSARAK2012N7045W15845_01,IFSARAK2012N7045W15845_01
IFSARAK2012N7045W15900_01,2012/07/24,2012/07/30,USGS,IntermapTechnologiesInc.,ORI_n7045w15900P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,70°52'29.87"N,158°52'32.60"W,71°00'05.57"N,159°03'54.87"W,71°00'34.87"N,158°44'33.25"W,70°44'53.88"N,158°41'17.88"W,70°44'24.96"N,159°00'26.32"W,70.8749638,-158.8757221,71.0015472,-159.0652416,71.0096861,-158.7425694,70.7482999,-158.6882999,70.7402666,-159.0073111,IFSARAK2012N7045W15900_01,IFSARAK2012N7045W15900_01
IFSARAK2012N7000W16115_01,2012/07/25,2012/09/04,USGS,IntermapTechnologiesInc.,ORI_n7000w16115P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,70°07'29.87"N,161°07'32.33"W,70°14'59.52"N,161°20'14.40"W,70°15'46.38"N,160°59'40.81"W,69°59'59.68"N,160°54'58.35"W,69°59'13.41"N,161°15'18.33"W,70.1249638,-161.1256471,70.2498666,-161.3373333,70.2628833,-160.9946694,69.999911,-160.9162083,69.9870583,-161.2550916,IFSARAK2012N7000W16115_01,IFSARAK2012N7000W16115_01
IFSARAK2012N7000W16130_01,2012/07/25,2012/09/04,USGS,IntermapTechnologiesInc.,ORI_n7000w16130P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,70°07'29.80"N,161°22'32.29"W,70°14'58.74"N,161°35'24"W,70°15'47.60"N,161°14'41.60"W,70°00'00.30"N,161°09'48.78"W,69°59'12.05"N,161°30'17.46"W,70.1249443,-161.375636,70.2496499,-161.5899999,70.2632222,-161.2448888,70.0000833,-161.16355,69.9866805,-161.50485,IFSARAK2012N7000W16130_01,IFSARAK2012N7000W16130_01
IFSARAK2012N7000W16145_01,2012/07/25,2012/09/04,USGS,IntermapTechnologiesInc.,ORI_n7000w16145P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,70°07'29.85"N,161°37'32.21"W,70°14'57.90"N,161°50'33.48"W,70°15'48.79"N,161°29'42.31"W,70°00'01.22"N,161°24'39.20"W,69°59'10.97"N,161°45'16.57"W,70.1249582,-161.6256138,70.2494166,-161.8426333,70.2635527,-161.495086,70.0003388,-161.4108888,69.9863805,-161.7546027,IFSARAK2012N7000W16145_01,IFSARAK2012N7000W16145_01
IFSARAK2012N7000W16200_01,2012/07/25,2012/09/04,USGS,IntermapTechnologiesInc.,ORI_n7000w16200P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,70°07'29.78"N,161°52'32.24"W,70°14'57"N,162°05'42.87"W,70°15'49.93"N,161°44'43.42"W,70°00'01.95"N,161°39'29.96"W,69°59'09.70"N,162°00'15.52"W,70.1249388,-161.8756221,70.2491666,-162.0952416,70.2638694,-161.7453944,70.0005416,-161.6583222,69.9860277,-162.0043111,IFSARAK2012N7000W16200_01,IFSARAK2012N7000W16200_01
IFSARAK2012N7015W16115_01,2012/07/25,2012/09/04,USGS,IntermapTechnologiesInc.,ORI_n7015w16115P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,70°22'29.83"N,161°07'32.35"W,70°29'59.56"N,161°20'17.51"W,70°30'46.11"N,160°59'40.43"W,70°14'59.57"N,160°54'55.39"W,70°14'13.61"N,161°15'18.68"W,70.3749527,-161.1256527,70.4998777,-161.3381971,70.5128083,-160.9945638,70.2498805,-160.9153861,70.2371138,-161.2551888,IFSARAK2012N7015W16115_01,IFSARAK2012N7015W16115_01
IFSARAK2012N7015W16130_01,2012/07/25,2012/09/04,USGS,IntermapTechnologiesInc.,ORI_n7015w16130P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,70°22'29.79"N,161°22'32.32"W,70°29'58.66"N,161°35'26.92"W,70°30'47.19"N,161°14'41.42"W,70°15'00.37"N,161°09'46.01"W,70°14'12.46"N,161°30'17.64"W,70.3749416,-161.3756443,70.4996277,-161.590811,70.5131083,-161.2448388,70.2501027,-161.1627805,70.2367944,-161.5049,IFSARAK2012N7015W16130_01,IFSARAK2012N7015W16130_01
